TxnID,TxnDate,Store,SKU,Category,Brand,UnitsSold,OnHandStock,UnitCost,UnitPrice,Revenue,DaysOfCover,LowStockFlag,
915679,2024-09-06,Store-10,SKU-00863,Snacks,Nova,1,240,189.39,323.67,323.67,240.00,0,
915680,2024-12-02,Store-10,SKU-00615,Home,Urban,4,128,26.67,43.55,174.20,32.00,0,
915681,2024-07-03,Store-07,SKU-00963,Snacks,Nova,2,27,64.31,109.69,219.38,13.50,0,
915682,2024-07-01,Store-20,SKU-00103,Home,Nova,5,44,194.85,300.66,1503.30,8.80,0,
915683,2024-11-23,Store-14,SKU-00660,Snacks,Peak,1,72,26.22,40.36,40.36,72.00,0,
915684,2024-11-23,Store-25,SKU-01210,Home,Peak,4,259,19.81,33.12,132.48,64.75,0,
915685,2024-11-27,Store-08,SKU-00688,Beverages,Nova,2,37,165.83,251.17,502.34,18.50,0,
915686,2024-12-20,Store-09,SKU-00418,Snacks,Nova,3,17,16.05,26.82,80.46,5.67,1,
915687,2024-07-26,Store-24,SKU-01377,Grocery,Aster,2,126,11.23,15.86,31.72,63.00,0,
915688,2024-08-19,Store-05,SKU-00296,Beverages,FreshCo,8,144,86.65,121.69,973.52,18.00,0,
915689,2024-12-16,Store-25,SKU-00517,Snacks,Peak,2,70,204.97,354.01,708.02,35.00,0,
915690,2024-08-08,Store-21,SKU-00522,Snacks,Nova,5,41,48.12,79.15,395.75,8.20,0,
915691,2024-11-10,Store-08,SKU-01508,Grocery,Urban,2,118,211.84,297.55,595.10,59.00,0,
915692,2024-10-16,Store-20,SKU-01246,Grocery,Nova,6,249,66.76,85.96,515.76,41.50,0,
915693,2024-07-19,Store-05,SKU-01609,Home,Urban,5,128,127.29,188.06,940.30,25.60,0,
915694,2024-08-30,Store-20,SKU-00686,Beverages,Peak,1,56,108.31,153.23,153.23,56.00,0,
915695,2024-10-14,Store-18,SKU-01568,Snacks,Urban,2,179,134.34,221.51,443.02,89.50,0,
915696,2024-12-07,Store-04,SKU-01621,Personal Care,FreshCo,3,78,104.79,194.18,582.54,26.00,0,
915697,2024-11-14,Store-11,SKU-00505,Beverages,FreshCo,2,251,20.49,29.55,59.10,125.50,0,
915698,2024-11-01,Store-21,SKU-01306,Grocery,Aster,1,221,109.41,143.04,143.04,221.00,0,
915699,2024-10-10,Store-22,SKU-01417,Personal Care,Nova,2,133,36.66,68.29,136.58,66.50,0,
915700,2024-09-02,Store-20,SKU-01477,Personal Care,BlueBay,2,94,216.47,365.41,730.82,47.00,0,
915701,2024-07-26,Store-11,SKU-00055,Beverages,FreshCo,5,182,80.03,110.16,550.80,36.40,0,
915702,2024-09-23,Store-14,SKU-00648,Grocery,Urban,2,197,190.97,258.00,516.00,98.50,0,
915703,2024-07-07,Store-13,SKU-01004,Beverages,Urban,5,132,117.06,178.19,890.95,26.40,0,
915704,2024-08-15,Store-04,SKU-00628,Snacks,Peak,3,151,76.77,131.34,394.02,50.33,0,
915705,2024-09-28,Store-16,SKU-01080,Snacks,Nova,1,255,101.18,173.08,173.08,255.00,0,
915706,2024-09-25,Store-06,SKU-00951,Beverages,Aster,4,238,9.34,13.39,53.56,59.50,0,
915707,2024-07-10,Store-23,SKU-00755,Grocery,Nova,3,83,12.79,16.95,50.85,27.67,0,
915708,2024-10-26,Store-13,SKU-01774,Snacks,Aster,4,203,192.10,299.46,1197.84,50.75,0,
915709,2024-10-19,Store-23,SKU-00811,Beverages,Peak,3,211,95.03,144.30,432.90,70.33,0,
915710,2024-07-18,Store-20,SKU-00056,Personal Care,Nova,1,207,194.47,360.90,360.90,207.00,0,
915711,2024-12-22,Store-05,SKU-00164,Snacks,Urban,5,60,167.95,276.24,1381.20,12.00,0,
915712,2024-07-22,Store-19,SKU-00489,Beverages,FreshCo,1,125,164.06,234.23,234.23,125.00,0,
915713,2024-12-08,Store-21,SKU-00008,Personal Care,Urban,1,193,26.47,49.88,49.88,193.00,0,
915714,2024-07-01,Store-10,SKU-00612,Grocery,Aster,3,207,150.20,190.95,572.85,69.00,0,
915715,2024-12-12,Store-05,SKU-00147,Personal Care,FreshCo,2,221,217.48,403.15,806.30,110.50,0,
915717,2024-11-22,Store-04,SKU-00066,Grocery,BlueBay,3,177,84.08,112.08,336.24,59.00,0,
915718,2024-09-14,Store-06,SKU-00139,Grocery,FreshCo,4,198,140.17,191.34,765.36,49.50,0,
915719,2024-11-19,Store-05,SKU-00195,Home,Aster,4,104,66.97,108.96,435.84,26.00,0,
915720,2024-09-22,Store-24,SKU-00289,Beverages,FreshCo,3,54,130.57,195.02,585.06,18.00,0,
915721,2024-07-16,Store-02,SKU-00458,Personal Care,Urban,4,74,147.18,257.13,1028.52,18.50,0,
915722,2024-11-24,Store-06,SKU-00821,Beverages,BlueBay,3,28,85.07,116.24,348.72,9.33,0,
915723,2024-07-16,Store-02,SKU-00429,Beverages,Aster,6,35,172.35,262.16,1572.96,5.83,1,
915724,2024-12-19,Store-12,SKU-00195,Beverages,Aster,3,238,179.67,265.94,797.82,79.33,0,
915725,2024-07-12,Store-22,SKU-01659,Personal Care,Peak,3,89,126.10,215.49,646.47,29.67,0,
915726,2024-10-07,Store-04,SKU-00295,Beverages,Nova,2,210,186.86,253.77,507.54,105.00,0,
915727,2024-11-17,Store-13,SKU-01785,Snacks,BlueBay,3,41,43.63,69.10,207.30,13.67,0,
915728,2024-09-20,Store-17,SKU-01445,Beverages,Aster,4,18,205.61,299.87,1199.48,4.50,1,
915729,2024-08-16,Store-06,SKU-00610,Beverages,FreshCo,2,118,55.94,77.88,155.76,59.00,0,
915730,2024-11-22,Store-03,SKU-00050,Home,Urban,1,64,60.54,96.56,96.56,64.00,0,
915731,2024-11-26,Store-13,SKU-01294,Personal Care,Nova,3,177,149.11,274.26,822.78,59.00,0,
915732,2024-12-19,Store-23,SKU-00820,Personal Care,Urban,2,162,158.26,284.14,568.28,81.00,0,
915733,2024-09-17,Store-03,SKU-00378,Home,Nova,5,149,154.70,238.51,1192.55,29.80,0,
915734,2024-10-11,Store-20,SKU-01628,Personal Care,Nova,3,33,154.03,281.43,844.29,11.00,0,
915735,2024-09-14,Store-09,SKU-01566,Personal Care,Peak,4,177,30.15,53.83,215.32,44.25,0,
915736,2024-08-24,Store-23,SKU-00158,Beverages,Nova,3,191,181.64,278.55,835.65,63.67,0,
915737,2024-11-21,Store-04,SKU-00121,Snacks,Nova,3,205,101.53,170.47,511.41,68.33,0,
915738,2024-09-10,Store-02,SKU-00667,Beverages,Aster,3,111,16.79,24.67,74.01,37.00,0,
915739,2024-09-27,Store-05,SKU-00578,Snacks,Nova,3,163,16.73,26.71,80.13,54.33,0,
915740,2024-09-22,Store-08,SKU-00101,Beverages,Nova,5,67,150.35,202.91,1014.55,13.40,0,
915741,2024-11-15,Store-02,SKU-01357,Home,Peak,2,59,204.75,338.71,677.42,29.50,0,
915742,2024-12-18,Store-25,SKU-01319,Beverages,BlueBay,2,62,70.00,102.16,204.32,31.00,0,
915743,2024-11-08,Store-05,SKU-01450,Beverages,FreshCo,4,139,92.29,129.25,517.00,34.75,0,
915744,2024-10-05,Store-06,SKU-00796,Beverages,BlueBay,4,241,39.35,54.98,219.92,60.25,0,
915745,2024-11-26,Store-07,SKU-01108,Snacks,Peak,2,181,87.37,141.21,282.42,90.50,0,
915746,2024-11-04,Store-13,SKU-00831,Snacks,Aster,5,109,40.47,64.44,322.20,21.80,0,
915747,2024-07-14,Store-09,SKU-00871,Home,Nova,2,9,202.15,298.73,597.46,4.50,1,
915749,2024-07-09,Store-04,SKU-00242,Beverages,FreshCo,4,13,170.47,245.60,982.40,3.25,1,
915750,2024-10-03,Store-05,SKU-00146,Grocery,Peak,4,162,174.14,235.79,943.16,40.50,0,
915751,2024-12-03,Store-03,SKU-01698,Snacks,Aster,2,202,83.66,137.25,274.50,101.00,0,
915752,2024-09-05,Store-17,SKU-00697,Snacks,BlueBay,2,161,155.54,265.23,530.46,80.50,0,
915753,2024-09-19,Store-19,SKU-00368,Beverages,FreshCo,2,109,106.09,148.09,296.18,54.50,0,
915754,2024-12-17,Store-13,SKU-01197,Snacks,Aster,3,229,117.12,201.55,604.65,76.33,0,
915755,2024-12-05,Store-01,SKU-01617,Snacks,Urban,3,222,207.49,319.25,957.75,74.00,0,
915756,2024-11-08,Store-05,SKU-00919,Snacks,FreshCo,4,165,101.28,164.50,658.00,41.25,0,
915757,2024-08-26,Store-23,SKU-01055,Beverages,Aster,3,90,32.93,48.18,144.54,30.00,0,
915758,2024-07-26,Store-09,SKU-01417,Home,Peak,2,183,81.94,135.90,271.80,91.50,0,
915759,2024-07-04,Store-04,SKU-00803,Grocery,FreshCo,4,102,8.05,10.65,42.60,25.50,0,
915760,2024-07-24,Store-10,SKU-01433,Grocery,Urban,2,165,61.87,84.72,169.44,82.50,0,
915761,2024-09-01,Store-14,SKU-00679,Snacks,Peak,6,111,137.47,219.98,1319.88,18.50,0,
915762,2024-10-19,Store-10,SKU-00261,Grocery,Nova,5,47,139.84,188.16,940.80,9.40,0,
915763,2024-07-14,Store-01,SKU-00668,Home,Nova,3,13,68.71,104.89,314.67,4.33,1,
915764,2024-07-30,Store-23,SKU-01653,Personal Care,FreshCo,4,149,210.98,362.14,1448.56,37.25,0,
915765,2024-08-09,Store-19,SKU-01543,Grocery,Aster,5,106,214.26,290.28,1451.40,21.20,0,
915766,2024-11-03,Store-17,SKU-01270,Snacks,Nova,3,72,128.07,219.60,658.80,24.00,0,
915767,2024-10-31,Store-20,SKU-00888,Snacks,Nova,3,256,55.10,93.01,279.03,85.33,0,
915768,2024-10-19,Store-25,SKU-01450,Personal Care,Peak,2,87,118.32,210.97,421.94,43.50,0,
915769,2024-08-23,Store-15,SKU-00810,Snacks,Nova,1,127,62.78,99.89,99.89,127.00,0,
915770,2024-09-16,Store-22,SKU-00825,Personal Care,Aster,3,183,129.28,219.08,657.24,61.00,0,
915772,2024-08-18,Store-07,SKU-00851,Snacks,Urban,3,30,93.26,151.66,454.98,10.00,0,
915773,2024-12-15,Store-01,SKU-00448,Grocery,Nova,3,80,147.83,201.02,603.06,26.67,0,
915774,2024-12-28,Store-05,SKU-01660,Snacks,Aster,3,81,30.63,47.97,143.91,27.00,0,
915775,2024-11-05,Store-20,SKU-00217,Snacks,Aster,3,215,197.15,314.35,943.05,71.67,0,
915776,2024-12-18,Store-20,SKU-00831,Home,FreshCo,4,56,166.14,264.06,1056.24,14.00,0,
915777,2024-11-04,Store-07,SKU-00530,Personal Care,BlueBay,2,89,54.75,95.35,190.70,44.50,0,
915778,2024-07-08,Store-02,SKU-00117,Grocery,Urban,3,180,87.29,123.42,370.26,60.00,0,
915779,2024-12-31,Store-21,SKU-00239,Beverages,Urban,1,69,83.29,122.83,122.83,69.00,0,
915780,2024-07-22,Store-23,SKU-01626,Beverages,Aster,3,43,105.33,158.47,475.41,14.33,0,
915781,2024-11-10,Store-03,SKU-00941,Snacks,Urban,3,102,101.00,173.98,521.94,34.00,0,
915782,2024-08-23,Store-02,SKU-01300,Beverages,BlueBay,7,137,9.47,12.78,89.46,19.57,0,
915783,2024-09-20,Store-16,SKU-01026,Personal Care,BlueBay,2,167,154.11,266.78,533.56,83.50,0,
915784,2024-11-05,Store-17,SKU-00798,Grocery,FreshCo,1,53,125.59,175.69,175.69,53.00,0,
915785,2024-09-29,Store-21,SKU-00662,Snacks,BlueBay,2,193,74.78,124.41,248.82,96.50,0,
915786,2024-08-23,Store-12,SKU-00764,Home,FreshCo,4,28,181.14,278.80,1115.20,7.00,0,
915787,2024-09-09,Store-05,SKU-00618,Snacks,Urban,2,66,45.95,78.42,156.84,33.00,0,
915788,2024-09-10,Store-04,SKU-00375,Home,FreshCo,4,1,53.70,80.16,320.64,0.25,1,
915789,2024-12-25,Store-24,SKU-00290,Grocery,BlueBay,2,127,191.14,248.10,496.20,63.50,0,
915790,2024-11-29,Store-16,SKU-01149,Beverages,Urban,4,68,81.39,112.00,448.00,17.00,0,
915791,2024-10-03,Store-18,SKU-00163,Snacks,BlueBay,1,115,83.96,138.07,138.07,115.00,0,
915792,2024-08-12,Store-13,SKU-00894,Grocery,Urban,6,183,151.38,190.80,1144.80,30.50,0,
915793,2024-12-01,Store-20,SKU-00197,Grocery,Peak,4,198,43.21,60.58,242.32,49.50,0,
915794,2024-08-04,Store-21,SKU-00527,Snacks,Aster,4,114,197.99,318.98,1275.92,28.50,0,
915795,2024-08-15,Store-09,SKU-01319,Grocery,Nova,1,192,193.63,258.05,258.05,192.00,0,
915796,2024-09-15,Store-16,SKU-01487,Personal Care,FreshCo,2,13,50.51,93.57,187.14,6.50,1,
915797,2024-12-12,Store-03,SKU-01564,Grocery,Aster,2,175,185.36,242.20,484.40,87.50,0,
915798,2024-07-29,Store-17,SKU-00012,Grocery,FreshCo,2,11,212.79,270.77,541.54,5.50,1,
915799,2024-07-27,Store-20,SKU-00195,Grocery,Nova,5,1,78.31,101.47,507.35,0.20,1,
915800,2024-10-09,Store-10,SKU-01290,Beverages,Urban,3,137,42.33,57.34,172.02,45.67,0,
915801,2024-08-28,Store-22,SKU-00868,Beverages,Aster,1,206,153.07,210.28,210.28,206.00,0,
915802,2024-10-23,Store-23,SKU-01799,Grocery,Nova,7,176,100.10,136.87,958.09,25.14,0,
915803,2024-10-02,Store-20,SKU-01707,Grocery,FreshCo,4,203,213.70,286.67,1146.68,50.75,0,
915804,2024-09-28,Store-04,SKU-00337,Snacks,Nova,2,102,179.96,295.16,590.32,51.00,0,
915805,2024-07-25,Store-22,SKU-00276,Personal Care,FreshCo,4,216,129.49,235.53,942.12,54.00,0,
915806,2024-07-31,Store-01,SKU-00815,Snacks,BlueBay,1,80,46.85,80.70,80.70,80.00,0,
915807,2024-12-02,Store-21,SKU-00753,Grocery,FreshCo,1,226,98.23,126.27,126.27,226.00,0,
915808,2024-12-13,Store-16,SKU-01518,Grocery,Aster,3,79,134.50,182.05,546.15,26.33,0,
915809,2024-08-20,Store-11,SKU-01269,Home,Nova,2,220,105.67,171.42,342.84,110.00,0,
915810,2024-07-25,Store-19,SKU-01052,Personal Care,Aster,1,81,169.75,316.84,316.84,81.00,0,
915811,2024-07-12,Store-08,SKU-01228,Home,Nova,3,250,76.18,118.41,355.23,83.33,0,
915812,2024-10-30,Store-05,SKU-00786,Beverages,BlueBay,2,51,101.63,142.16,284.32,25.50,0,
915813,2024-11-16,Store-23,SKU-00313,Beverages,FreshCo,2,124,109.73,156.81,313.62,62.00,0,
915814,2024-09-16,Store-24,SKU-00365,Personal Care,BlueBay,1,105,77.66,131.49,131.49,105.00,0,
915815,2024-11-10,Store-08,SKU-00947,Grocery,Urban,1,254,101.92,145.03,145.03,254.00,0,
915816,2024-11-15,Store-18,SKU-01061,Personal Care,Peak,5,207,52.21,88.59,442.95,41.40,0,
915817,2024-12-21,Store-15,SKU-00972,Grocery,Urban,2,42,218.18,283.56,567.12,21.00,0,
915818,2024-07-15,Store-18,SKU-01416,Home,Aster,2,177,217.66,346.06,692.12,88.50,0,
915819,2024-08-11,Store-13,SKU-01790,Grocery,Nova,1,217,92.87,124.10,124.10,217.00,0,
915820,2024-07-15,Store-15,SKU-00872,Personal Care,Aster,2,245,203.07,360.67,721.34,122.50,0,
915821,2024-12-10,Store-21,SKU-00617,Beverages,BlueBay,3,12,65.51,90.28,270.84,4.00,1,
915822,2024-11-28,Store-13,SKU-01020,Personal Care,Urban,2,126,173.20,301.78,603.56,63.00,0,
915823,2024-10-24,Store-03,SKU-01267,Beverages,Peak,3,89,144.32,205.66,616.98,29.67,0,
915824,2024-07-19,Store-12,SKU-00100,Snacks,Peak,5,64,39.98,68.98,344.90,12.80,0,
915825,2024-08-28,Store-12,SKU-00966,Beverages,BlueBay,4,69,77.59,104.94,419.76,17.25,0,
915826,2024-09-02,Store-10,SKU-01783,Grocery,Urban,3,69,209.05,264.98,794.94,23.00,0,
915827,2024-10-21,Store-01,SKU-00044,Personal Care,BlueBay,1,193,161.12,269.67,269.67,193.00,0,
915828,2024-08-24,Store-24,SKU-00065,Grocery,Urban,2,70,203.15,266.71,533.42,35.00,0,
915829,2024-07-16,Store-06,SKU-01202,Home,Nova,1,135,24.46,38.45,38.45,135.00,0,
915830,2024-11-18,Store-19,SKU-01171,Home,BlueBay,4,159,84.40,134.51,538.04,39.75,0,
915831,2024-09-02,Store-24,SKU-00561,Personal Care,Nova,4,141,214.71,365.02,1460.08,35.25,0,
915832,2024-10-02,Store-13,SKU-01091,Personal Care,BlueBay,2,139,118.02,212.63,425.26,69.50,0,
915833,2024-07-28,Store-01,SKU-00996,Beverages,Nova,2,122,178.49,250.52,501.04,61.00,0,
915834,2024-11-29,Store-19,SKU-01371,Personal Care,Aster,1,112,214.99,390.18,390.18,112.00,0,
915835,2024-10-22,Store-25,SKU-00046,Grocery,Aster,3,153,113.35,150.63,451.89,51.00,0,
915836,2024-12-15,Store-06,SKU-01094,Personal Care,Urban,4,48,79.96,147.18,588.72,12.00,0,
915837,2024-10-09,Store-01,SKU-01438,Snacks,Aster,5,61,191.96,304.81,1524.05,12.20,0,
915838,2024-12-22,Store-25,SKU-01478,Beverages,Urban,7,119,159.99,232.27,1625.89,17.00,0,
915839,2024-12-14,Store-23,SKU-00621,Grocery,FreshCo,3,87,39.31,52.75,158.25,29.00,0,
915840,2024-10-24,Store-17,SKU-00873,Snacks,Peak,2,73,27.28,42.92,85.84,36.50,0,
915841,2024-12-21,Store-17,SKU-00209,Home,Aster,1,90,190.61,292.48,292.48,90.00,0,
915842,2024-09-07,Store-21,SKU-00990,Personal Care,BlueBay,2,22,93.92,174.11,348.22,11.00,0,
915843,2024-09-15,Store-11,SKU-01231,Grocery,Aster,3,229,12.50,17.44,52.32,76.33,0,
915844,2024-07-10,Store-20,SKU-00381,Snacks,BlueBay,3,45,116.89,196.27,588.81,15.00,0,
915845,2024-10-26,Store-12,SKU-01107,Beverages,Urban,4,240,46.13,70.34,281.36,60.00,0,
915846,2024-11-17,Store-24,SKU-00286,Home,FreshCo,6,105,35.29,52.52,315.12,17.50,0,
915847,2024-11-25,Store-13,SKU-00872,Beverages,FreshCo,2,101,57.66,86.38,172.76,50.50,0,
915848,2024-08-02,Store-18,SKU-01481,Home,Urban,2,244,162.42,266.87,533.74,122.00,0,
915849,2024-09-30,Store-22,SKU-01659,Home,BlueBay,3,217,138.68,231.07,693.21,72.33,0,
915850,2024-08-08,Store-24,SKU-00418,Personal Care,BlueBay,3,127,180.29,307.93,923.79,42.33,0,
915851,2024-11-07,Store-01,SKU-01262,Personal Care,FreshCo,1,6,17.66,31.69,31.69,6.00,1,
915852,2024-08-04,Store-03,SKU-00346,Grocery,FreshCo,2,168,71.88,97.91,195.82,84.00,0,
915853,2024-12-16,Store-17,SKU-00366,Beverages,Aster,5,90,23.32,33.56,167.80,18.00,0,
915854,2024-08-19,Store-07,SKU-00357,Personal Care,FreshCo,2,58,105.06,195.03,390.06,29.00,0,
915855,2024-08-31,Store-17,SKU-00061,Grocery,Aster,3,19,165.07,220.78,662.34,6.33,1,
915856,2024-12-07,Store-16,SKU-00384,Personal Care,Aster,2,186,144.61,253.02,506.04,93.00,0,
915857,2024-10-03,Store-12,SKU-01187,Home,BlueBay,4,6,16.42,24.24,96.96,1.50,1,
915858,2024-07-06,Store-25,SKU-01770,Beverages,Nova,3,100,199.73,275.65,826.95,33.33,0,
915859,2024-10-09,Store-08,SKU-00578,Snacks,Peak,3,75,62.57,100.37,301.11,25.00,0,
915860,2024-07-19,Store-11,SKU-00013,Home,Aster,1,234,99.37,166.10,166.10,234.00,0,
915861,2024-12-29,Store-03,SKU-00572,Beverages,Aster,4,168,184.44,275.56,1102.24,42.00,0,
915862,2024-10-26,Store-12,SKU-01131,Grocery,Urban,2,124,75.97,98.63,197.26,62.00,0,
915863,2024-08-24,Store-04,SKU-00363,Grocery,Peak,5,106,173.82,223.22,1116.10,21.20,0,
915864,2024-10-22,Store-09,SKU-01289,Snacks,Nova,1,232,182.28,313.17,313.17,232.00,0,
915865,2024-07-17,Store-22,SKU-01132,Snacks,FreshCo,4,130,34.32,59.16,236.64,32.50,0,
915866,2024-11-29,Store-21,SKU-00833,Personal Care,BlueBay,1,119,27.66,47.50,47.50,119.00,0,
915867,2024-12-19,Store-21,SKU-00468,Grocery,Aster,2,210,91.68,116.53,233.06,105.00,0,
915868,2024-12-11,Store-17,SKU-00689,Home,Peak,5,50,186.66,308.27,1541.35,10.00,0,
915869,2024-09-10,Store-16,SKU-00837,Personal Care,Peak,2,229,51.91,87.78,175.56,114.50,0,
915870,2024-09-07,Store-12,SKU-00268,Beverages,Peak,2,107,215.64,302.83,605.66,53.50,0,
915871,2024-07-08,Store-15,SKU-00235,Beverages,Aster,3,81,61.21,85.87,257.61,27.00,0,
915872,2024-11-06,Store-15,SKU-00917,Beverages,FreshCo,2,167,92.29,131.27,262.54,83.50,0,
915873,2024-10-16,Store-01,SKU-01648,Grocery,Peak,2,98,109.32,149.09,298.18,49.00,0,
915874,2024-10-03,Store-03,SKU-00215,Home,Peak,2,47,11.98,17.69,35.38,23.50,0,
915875,2024-12-16,Store-02,SKU-00456,Grocery,BlueBay,5,102,132.06,177.22,886.10,20.40,0,
915876,2024-08-06,Store-17,SKU-01302,Grocery,Peak,4,136,86.91,113.36,453.44,34.00,0,
915877,2024-07-03,Store-12,SKU-00602,Home,Urban,3,225,129.30,208.80,626.40,75.00,0,
915878,2024-07-16,Store-05,SKU-00339,Grocery,Nova,2,103,176.93,239.61,479.22,51.50,0,
915879,2024-08-17,Store-11,SKU-00825,Personal Care,FreshCo,2,239,8.60,14.99,29.98,119.50,0,
915880,2024-07-08,Store-19,SKU-00719,Snacks,Urban,2,37,80.33,127.28,254.56,18.50,0,
915881,2024-10-11,Store-15,SKU-01189,Beverages,FreshCo,6,89,162.98,233.95,1403.70,14.83,0,
915882,2024-09-05,Store-07,SKU-01065,Beverages,Urban,2,6,56.66,86.82,173.64,3.00,1,
915883,2024-08-08,Store-08,SKU-01237,Personal Care,Peak,5,10,188.41,350.09,1750.45,2.00,1,
915884,2024-11-21,Store-10,SKU-00115,Beverages,Nova,5,35,118.46,169.89,849.45,7.00,0,
915885,2024-08-13,Store-06,SKU-01485,Grocery,Aster,6,180,154.83,197.68,1186.08,30.00,0,
915886,2024-11-11,Store-21,SKU-01159,Personal Care,FreshCo,3,153,214.32,389.78,1169.34,51.00,0,
915887,2024-09-12,Store-15,SKU-01369,Personal Care,FreshCo,1,142,57.82,99.08,99.08,142.00,0,
915888,2024-10-12,Store-10,SKU-00033,Beverages,Nova,2,207,206.31,283.82,567.64,103.50,0,
915889,2024-12-21,Store-21,SKU-00515,Beverages,Urban,1,246,157.20,231.26,231.26,246.00,0,
915890,2024-07-09,Store-17,SKU-01575,Snacks,FreshCo,6,110,118.02,189.05,1134.30,18.33,0,
915891,2024-10-10,Store-22,SKU-01376,Beverages,Nova,3,10,131.85,198.89,596.67,3.33,1,
915892,2024-12-08,Store-06,SKU-00745,Snacks,BlueBay,3,45,179.14,306.98,920.94,15.00,0,
915893,2024-10-26,Store-19,SKU-00932,Personal Care,Peak,2,15,98.14,167.95,335.90,7.50,0,
915894,2024-08-28,Store-20,SKU-01013,Home,Aster,3,55,180.16,294.43,883.29,18.33,0,
915895,2024-09-21,Store-20,SKU-00680,Beverages,Nova,5,166,149.17,208.01,1040.05,33.20,0,
915897,2024-12-14,Store-14,SKU-01522,Beverages,Nova,3,126,11.93,17.94,53.82,42.00,0,
915898,2024-07-09,Store-24,SKU-01303,Snacks,FreshCo,4,84,157.39,249.09,996.36,21.00,0,
915899,2024-07-16,Store-13,SKU-01474,Grocery,Nova,3,48,125.25,173.95,521.85,16.00,0,
915900,2024-09-07,Store-13,SKU-01760,Home,Aster,3,130,114.46,170.62,511.86,43.33,0,
915901,2024-08-19,Store-09,SKU-00302,Home,Nova,2,9,110.44,178.02,356.04,4.50,1,
915902,2024-08-26,Store-09,SKU-01542,Home,Peak,5,245,102.03,169.55,847.75,49.00,0,
915903,2024-08-17,Store-21,SKU-00839,Grocery,Urban,4,172,208.68,290.40,1161.60,43.00,0,
915904,2024-08-12,Store-24,SKU-00824,Snacks,Urban,2,128,50.62,84.82,169.64,64.00,0,
915905,2024-07-29,Store-08,SKU-01301,Beverages,FreshCo,4,104,98.79,140.65,562.60,26.00,0,
915906,2024-12-21,Store-10,SKU-00609,Grocery,Peak,2,32,139.28,196.18,392.36,16.00,0,
915907,2024-08-01,Store-20,SKU-01104,Grocery,Peak,5,64,99.12,128.52,642.60,12.80,0,
915908,2024-08-13,Store-04,SKU-01475,Personal Care,Urban,5,259,210.80,393.67,1968.35,51.80,0,
915909,2024-08-22,Store-03,SKU-00794,Snacks,Nova,3,151,22.54,37.99,113.97,50.33,0,
915910,2024-12-21,Store-13,SKU-00255,Grocery,FreshCo,2,75,70.77,97.77,195.54,37.50,0,
915911,2024-11-22,Store-21,SKU-01689,Personal Care,Nova,4,28,95.90,176.83,707.32,7.00,0,
915912,2024-11-27,Store-08,SKU-01238,Grocery,Urban,1,213,169.78,221.23,221.23,213.00,0,
915913,2024-07-23,Store-24,SKU-00107,Grocery,Nova,2,206,35.57,48.75,97.50,103.00,0,
915914,2024-12-05,Store-09,SKU-01125,Beverages,Peak,1,207,168.32,249.06,249.06,207.00,0,
915915,2024-09-23,Store-14,SKU-00625,Snacks,FreshCo,1,62,12.68,20.72,20.72,62.00,0,
915916,2024-08-25,Store-01,SKU-01392,Snacks,Urban,1,189,217.75,341.57,341.57,189.00,0,
915917,2024-10-24,Store-14,SKU-01728,Beverages,Urban,3,189,87.17,127.02,381.06,63.00,0,
915918,2024-12-02,Store-12,SKU-00693,Grocery,Aster,4,186,25.05,33.98,135.92,46.50,0,
915919,2024-11-26,Store-04,SKU-00562,Home,Aster,2,85,24.87,37.06,74.12,42.50,0,
915920,2024-12-14,Store-22,SKU-01053,Personal Care,Urban,2,4,47.47,78.97,157.94,2.00,1,
915921,2024-12-20,Store-21,SKU-00357,Home,BlueBay,2,168,85.37,130.62,261.24,84.00,0,
915922,2024-08-20,Store-04,SKU-00403,Personal Care,Nova,3,84,112.80,197.62,592.86,28.00,0,
915923,2024-09-26,Store-13,SKU-01640,Grocery,Aster,2,37,190.22,267.20,534.40,18.50,0,
915924,2024-07-04,Store-16,SKU-01119,Snacks,Urban,3,178,26.93,44.66,133.98,59.33,0,
915925,2024-12-12,Store-11,SKU-01594,Grocery,Peak,1,1,26.82,33.65,33.65,1.00,1,
915926,2024-08-03,Store-03,SKU-01166,Home,Aster,6,180,130.73,216.66,1299.96,30.00,0,
915927,2024-12-09,Store-02,SKU-01003,Grocery,BlueBay,3,37,119.27,151.88,455.64,12.33,0,
915928,2024-09-08,Store-25,SKU-00125,Home,Aster,2,235,111.63,181.51,363.02,117.50,0,
915929,2024-09-15,Store-03,SKU-01087,Personal Care,FreshCo,4,175,190.99,349.40,1397.60,43.75,0,
915930,2024-07-09,Store-20,SKU-00769,Personal Care,Aster,2,102,166.70,307.84,615.68,51.00,0,
915931,2024-09-07,Store-17,SKU-01396,Home,Peak,3,64,53.73,82.63,247.89,21.33,0,
915932,2024-12-13,Store-01,SKU-00204,Snacks,BlueBay,4,209,39.74,63.99,255.96,52.25,0,
915933,2024-07-06,Store-25,SKU-00320,Personal Care,Nova,4,27,188.09,334.98,1339.92,6.75,1,
915934,2024-09-23,Store-11,SKU-00139,Snacks,Aster,3,89,119.80,195.68,587.04,29.67,0,
915935,2024-07-07,Store-16,SKU-01199,Grocery,Peak,2,91,206.23,275.51,551.02,45.50,0,
915936,2024-09-16,Store-20,SKU-01516,Grocery,FreshCo,4,126,215.28,274.98,1099.92,31.50,0,
